word,them-pmi
the,2.423321857200227
to,2.926682775265168
i,2.6436846882527343
and,2.9205151124016155
a,2.6495367183247875
of,2.937228947736762
in,2.755179194836004
is,2.596345164245168
it,2.702683107983354
that,2.8092650941840067
you,2.679004498457649
for,2.9228962927960005
are,3.102742764546282
have,3.119000935443383
on,2.9185585968985146
they,3.429621292454697
this,2.325926374362873
white,2.770672620410584
s,2.3842406007342487
with,3.2327246087961616
was,2.393871641378725
my,2.5664254721484445
all,3.0131003399707854
be,3.1371936215718104
but,2.895760353796337
as,3.1959717781467822
not,3.2726091988475856
like,2.8385158892249787
t,2.8813716163442376
we,3.126810229928385
do,3.2712183135568256
or,3.0790357387295524
if,3.2196176893507418
there,2.9507902481345734
n,2.8370713574476576
their,3.597110749252751
just,3.1304271527249834
at,3.0545026998940146
will,3.3922575701153748
so,3.1998160662465613
from,2.8336238534710225
your,2.5692166873737308
out,3.363555664146844
people,3.217303458464324
them,5.595645794498103
about,3.149228173913976
me,2.581509531799913
up,3.182229859324831
one,3.029747496677612
youtube,0.5826550001281122
would,3.199554642982137
can,3.153435277900442
get,3.433833996961115
who,3.073924343703941
here,2.539023565026267
by,2.7231176481336408
what,2.9665294246845444
when,3.395525030202903
no,3.017512111832449
our,3.120539348652608
some,3.134428460813275
black,3.1792848593617675
more,3.158014459819154
an,2.5844770560966595
see,3.0167801143617554
good,2.647160758390346
m,2.348588069796269
he,2.177662647733184
www,1.2845613607779391
has,2.863447463131305
whites,3.2421611606161567
know,3.1099014792838027
how,3.309781348291136
com,1.7885676692718746
go,3.225440199857385
been,3.069889939675704
time,2.653191763464988
other,2.7272997356187103
think,3.3498913456293016
had,3.04337667428664
were,3.394774561124529
new,1.90878083978155
her,2.317902259092825
only,3.1164099553105964
then,3.4165145477609347
school,3.2190731094201803
these,3.1874232562647387
should,3.494009483355672
back,3.3011232855480213
any,3.276014485820318
want,3.536901047984985
because,3.540893069254522
us,3.1733302455632786
say,2.7979306091099
than,3.46008757565308
few,3.6085075807713527
http,1.8547904558850103
well,2.814459911061111
those,2.8885678832148325
now,2.9096212924126648
race,2.9957819675219817
many,3.52849030253748
too,3.0220992758393552
old,1.936910007503386
very,2.524696672405505
day,1.945959843023304
his,1.745805809933793
way,3.19738680597593
its,3.081613403371763
kids,3.4228137811889217
year,2.324201492520812
years,2.585039802312973
she,2.002049309674348
around,3.3883436707942383
where,2.7905066700386176
even,3.240352841859373
never,3.250156841955994
over,2.819777052338731
into,3.312253537436525
got,3.1398823114957386
blacks,3.543077271069364
am,2.5417328595580733
down,3.3682478067911
could,2.962782698682936
every,3.116933378510194
need,3.185926249997145
ve,3.122182734396337
video,1.8800018752315064
going,2.8916027869099867
great,1.8960880129831312
same,3.085612681561681
