word,woman-npmi
0,0.2804468216201656
000,0.2388203915895358
05,0.3712849533560655
1,0.3141429388525373
11,0.347005293261326
13,0.2887702769828733
15,0.2606847882786092
16,0.2842659233363413
17,0.3545411191539054
18,0.3324673282054272
1935,0.3934830263347443
1997,0.3934830263347443
2,0.3112286093839312
20,0.2445088198780822
2009,0.2842659233363413
2010,0.2887702769828733
2010apr02,0.3934830263347443
2011,0.299288910206899
2012,0.2801418067308704
21,0.3361323784102354
24,0.3055882422543585
25962136,0.3934830263347443
27,0.3170463809649784
28,0.3128941091975588
3,0.2625240314595005
30,0.2486568012749968
36,0.3575301918232475
43,0.3393202139835632
4orjustgotomatch,0.3934830263347443
5,0.2154817663172694
5824772,0.3934830263347443
6,0.2328427209431286
64,0.3712849533560655
65,0.3712849533560655
73,0.3575301918232475
75,0.3023315183573997
8,0.3214485844878618
84th,0.3934830263347443
88,0.229690562564661
9,0.2475898507757164
a,0.4461109856898832
abominable,0.3934830263347443
abortion,0.3325682690722026
about,0.276088124723923
above,0.2634572759812395
absurdity,0.3934830263347443
according,0.2711174635796185
accused,0.3128941091975588
actress,0.3712849533560655
advertised,0.3712849533560655
african,0.3274411785511687
after,0.1960996432785178
again,0.2103032106044076
against,0.2644883437219147
ago,0.2527296059273044
ahold,0.3712849533560655
aleviated,0.3934830263347443
alien,0.3474002861447247
all,0.2261944981989583
allen,0.3216292145886427
alot,0.2694911991354115
also,0.1759883851131141
am,0.230425375059348
american,0.21793591672011
an,0.3305271553718536
and,0.3724346924939691
angry,0.2911902623617001
anna,0.3934830263347443
another,0.2971410076847612
anthropology,0.3575301918232475
any,0.2524050911684043
anyone,0.1782698637443757
ap,0.3474002861447247
apartment,0.3545411191539054
apes,0.2801418067308704
apparently,0.2842659233363413
are,0.20752300063907
area,0.1965388768275592
areas,0.3023315183573997
around,0.1670098207577713
arrest,0.3715756189387671
arrested,0.3712148643349984
aryan,0.3583270339126544
as,0.2688254366937236
asian,0.2945419701377137
assault,0.3605881830196611
assaulting,0.3928908196927909
at,0.2657321641214978
athletic,0.3474002861447247
atleast,0.3575301918232475
attack,0.2328427209431286
attacked,0.3545411191539054
attacks,0.346759999899524
attempt,0.3393202139835632
attends,0.3934830263347443
attractive,0.4006089352625537
austrian,0.3712849533560655
babies,0.2801418067308704
back,0.1535692925267693
bad,0.2076076179920938
bah,0.3712849533560655
balham,0.3934830263347443
ballistic,0.3474002861447247
baltic,0.3267509748748357
bardot,0.3934830263347443
bautista,0.3575301918232475
be,0.265911734873
bear,0.3216292145886427
beast,0.3170463809649784
beat,0.359761400929161
beaten,0.4073280288512313
beating,0.3170463809649784
beautiful,0.2328427209431286
because,0.2537677168535259
become,0.2304624199023591
been,0.2459717716053569
behind,0.2465434164836115
being,0.2765345362476482
beliefs,0.3055882422543585
beutifull,0.3934830263347443
big,0.2166961541543832
bikel,0.3712849533560655
bilal,0.3934830263347443
black,0.4195448461848757
blacks,0.2674674080036704
blind,0.3759659164579793
blowzy,0.3934830263347443
blue,0.2415915635083598
boasted,0.3934830263347443
boobs,0.3712849533560655
boredom,0.3712849533560655
bothers,0.3934830263347443
boulevard,0.3934830263347443
boy,0.3332517920975765
boyfriend,0.3216292145886427
boys,0.3361323784102354
brainwashed,0.3090941860926353
break,0.2864659098337835
brigitte,0.3934830263347443
broadcast,0.3324673282054272
brokenheart4140,0.3934830263347443
brother,0.2567827639352373
brown,0.2166961541543832
brutally,0.4006089352625537
building,0.2864659098337835
buisiness,0.3934830263347443
burglarized,0.3934830263347443
bus,0.3905263667618012
but,0.2497066595003232
buying,0.299288910206899
by,0.3373122161779522
ca,0.2142916558424183
cakes,0.3934830263347443
came,0.2204963531615306
can,0.210133207842391
canadian,0.3325682690722026
candy,0.2887702769828733
cantor,0.3934830263347443
car,0.3243547545609142
caste,0.3934830263347443
cause,0.2962580979629697
chants,0.3712849533560655
charged,0.2694911991354115
charges,0.3128941091975588
chat,0.2864659098337835
chatting,0.3712849533560655
check,0.2804468216201656
child,0.2859552782250883
children,0.2539764475596383
cite,0.3712849533560655
civilised,0.3712849533560655
cliff,0.3712849533560655
clinton,0.3928908196927909
close,0.2580516328553587
club,0.3325682690722026
cokes,0.3934830263347443
color,0.2312448510333582
columbus,0.3393202139835632
com,0.2699576946084626
coma,0.3934830263347443
come,0.1922786719164091
commercial,0.3055882422543585
communicating,0.3934830263347443
competition,0.3712849533560655
complex,0.3325682690722026
concentrate,0.3934830263347443
confession,0.3934830263347443
confessions,0.3267509748748357
confrontingthe,0.3934830263347443
conversation,0.4006089352625537
conviction,0.3712849533560655
cop,0.2911902623617001
corner,0.3393202139835632
could,0.2969867730516432
couple,0.2274354601493808
court,0.3444334111567553
cpamikei,0.4233795945415466
crash,0.3934830263347443
crime,0.2797943995261305
crimes,0.2964323586362344
dallas,0.3325682690722026
damn,0.2711174635796185
dances,0.3934830263347443
dapkunaite,0.3934830263347443
dark,0.249745154926487
date,0.2887702769828733
dating,0.4017599320851894
days,0.219202229380162
dead,0.2580516328553587
deadly,0.3325682690722026
death,0.3740184216252067
debate,0.3639517234488291
demarco,0.3712849533560655
dementieva,0.3934830263347443
des,0.3575301918232475
detrimental,0.4102744038457061
detroit,0.3325682690722026
deutschland,0.3934830263347443
different,0.2252653356177549
difficult,0.3267509748748357
difuses,0.3934830263347443
disgusting,0.2634572759812395
disrupts,0.3934830263347443
dissuad,0.3934830263347443
do,0.1840449661215286
does,0.1952302904102309
don,0.2486568012749968
dont,0.2812528928809445
down,0.2313016811975888
dr,0.30576821539841
drags,0.3934830263347443
drink,0.2801418067308704
drop,0.3128941091975588
drove,0.3712849533560655
early,0.2711174635796185
east,0.2663859940576276
edge,0.3393202139835632
elderly,0.3393202139835632
elena,0.3934830263347443
else,0.2166961541543832
entire,0.2937390690645538
eric,0.3474002861447247
escalator,0.3934830263347443
est,0.3712849533560655
europid,0.3712849533560655
ever,0.1879010843662824
everywhere,0.2663859940576276
example,0.2620526288376793
excuses,0.3575301918232475
experience,0.2911902623617001
eyes,0.3288832819304162
face,0.30372589631904
family,0.2736479968368421
fat,0.3216292145886427
fatal,0.3712849533560655
fault,0.299288910206899
fear,0.267915114278987
feel,0.213124796543559
female,0.3612393681951808
fetus,0.3934830263347443
few,0.2177756659326698
fiancé,0.3934830263347443
fighting,0.264900928730072
figure,0.3274411785511687
filipina,0.3934830263347443
filth,0.2887702769828733
find,0.3415763044199013
finding,0.3055882422543585
finger,0.3267509748748357
first,0.1809780239887622
flipped,0.3712849533560655
for,0.3651902820197033
force,0.3228805645874821
forced,0.2801418067308704
forces,0.3393202139835632
fort,0.3474002861447247
found,0.2649896607536701
four,0.2763350640265944
fox,0.2911902623617001
fr,0.3934830263347443
frankfurt,0.3575301918232475
franz,0.3934830263347443
french,0.2475898507757164
from,0.2472813040592706
front,0.292878116833398
frontline,0.3393202139835632
fruit,0.3267509748748357
fu,0.3575301918232475
full,0.2379264838500136
galan,0.3934830263347443
gang,0.3444334111567553
gauge,0.3575301918232475
german,0.2370466379242183
germany,0.2801418067308704
get,0.3041392611768444
gets,0.2455166665849967
girl,0.2730677942638133
girls,0.2920647388670555
give,0.2125497833540299
go,0.2419929951987379
god,0.2125497833540299
gods,0.2801418067308704
goes,0.298938497722603
goldenboy,0.3575301918232475
gone,0.2543325690466891
good,0.3189975322228719
got,0.1692891038805289
granddaughter,0.3712849533560655
gray,0.3575301918232475
green,0.2593517397387198
groid,0.3492096990784817
groids,0.3267509748748357
grow,0.2763350640265944
guess,0.2245596757684942
gun,0.30372589631904
guns,0.2508558588455141
guy,0.335470466965066
gypsie,0.3712849533560655
gypsies,0.3216292145886427
had,0.2094127698303779
hair,0.3109005646329024
half,0.2267029877834576
halloween,0.2937390690645538
ham,0.3474002861447247
hang,0.2801418067308704
happen,0.2593517397387198
happily,0.3474002861447247
hard,0.287420919377844
harris,0.3393202139835632
harvard,0.3934830263347443
has,0.1384654859188139
hate,0.2076076179920938
have,0.2101130573919522
having,0.2397288551586024
he,0.2627854476756135
headed,0.3393202139835632
healthy,0.3128941091975588
hear,0.2859552782250883
hearings,0.3575301918232475
heaven,0.3216292145886427
heights,0.3934830263347443
her,0.4084926440647122
here,0.2457101805419968
hershey,0.3934830263347443
hey,0.2231735594259516
hi,0.2328427209431286
hide,0.2782020620241299
high,0.2173127920493052
him,0.183443392966227
his,0.1650764867492034
hispanic,0.282160670682232
hold,0.2911902623617001
holiness,0.3934830263347443
home,0.3094753253901821
homicide,0.3393202139835632
hope,0.1813245599602662
hopefully,0.2763350640265944
house,0.2724933109125655
housemates,0.3934830263347443
how,0.202136532060112
html,0.2425469403146769
http,0.2558644870795153
huge,0.2711174635796185
hunts,0.3934830263347443
husband,0.3128941091975588
i,0.2630185775364489
id,0.267915114278987
if,0.2755940001638841
ill,0.282160670682232
im,0.3152729184104252
important,0.2634572759812395
in,0.388408745440624
index,0.2864659098337835
ingeborga,0.3934830263347443
injured,0.3474002861447247
inside,0.2887702769828733
instant,0.3393202139835632
intellectual,0.3393202139835632
interest,0.2937390690645538
interested,0.2606847882786092
internet,0.2531484412710023
intimidate,0.3934830263347443
into,0.168712029326275
investigates,0.3934830263347443
iowa,0.4006089352625537
is,0.2711477479812676
it,0.2540910487203553
its,0.2253980093515641
jackson,0.3216292145886427
jarve,0.3934830263347443
jew,0.2114160176087123
jewish,0.2274354601493808
jews,0.1914600388175532
jewtube,0.3575301918232475
joel,0.3934830263347443
jurors,0.3712849533560655
just,0.2452083140740023
keep,0.2680895793783031
keeper,0.3934830263347443
kevin,0.3393202139835632
kick,0.2842659233363413
kid,0.2328427209431286
kids,0.1661745010990716
killed,0.3758329072777659
killer,0.3575301918232475
killing,0.2694911991354115
kills,0.3474002861447247
know,0.2019447038667675
kournikova,0.3934830263347443
kung,0.3575301918232475
la,0.3216292145886427
lancasteronline,0.3712849533560655
lap,0.3934830263347443
lapd,0.3934830263347443
large,0.2711174635796185
last,0.178936494041786
latimes,0.3712849533560655
laugh,0.2663859940576276
lawyer,0.3474002861447247
lay,0.3216292145886427
least,0.2281773671190864
lefty,0.3575301918232475
liberals,0.2580516328553587
libtard,0.3216292145886427
light,0.2397288551586024
like,0.3017262251314287
line,0.2465434164836115
liquid,0.3712849533560655
listening,0.3023315183573997
live,0.2381138837037321
local,0.3047372083848666
lol,0.2881684159052047
london,0.2379264838500136
lone,0.3474002861447247
long,0.1997030728587742
look,0.271841092695046
looking,0.3482574488005557
looney,0.3712849533560655
loris,0.3934830263347443
loud,0.3675956873346789
love,0.214883742139829
lovely,0.3090941860926353
m,0.2334426547139743
mace,0.3934830263347443
makes,0.2328427209431286
making,0.2593517397387198
male,0.3089881910439356
males,0.299288910206899
mall,0.3090941860926353
man,0.4242429246796924
manager,0.3934830263347443
manhattan,0.3474002861447247
march,0.2508558588455141
match,0.3170463809649784
mate,0.3422173427993242
mates,0.3712849533560655
may,0.2754241933344274
maybe,0.2539764475596383
me,0.3262545686084294
men,0.3857005946332348
mentally,0.3575301918232475
messenger,0.3712849533560655
met,0.2801418067308704
michael,0.3517974394173549
middle,0.2727974725281464
minister,0.282160670682232
mitcham,0.3934830263347443
mixed,0.2475898507757164
mob,0.3267509748748357
moines,0.3712849533560655
mom,0.2937390690645538
month,0.2567827639352373
mop,0.3474002861447247
more,0.251746443922573
morning,0.3324673282054272
most,0.178936494041786
mostly,0.2663859940576276
mother,0.298938497722603
motivated,0.3393202139835632
motorcyclists,0.3934830263347443
mouth,0.3055882422543585
movies,0.2711174635796185
moving,0.2801418067308704
much,0.1792723632396212
muds,0.3474002861447247
mug,0.3575301918232475
mugger,0.3934830263347443
murder,0.3437346045454524
murders,0.3170463809649784
music,0.219202229380162
muslim,0.2711174635796185
my,0.2407490700851644
n,0.2151805949920115
nails,0.3934830263347443
name,0.2719244256611465
nationalism,0.2801418067308704
nationalist,0.2160858587245142
nations,0.264900928730072
navy,0.3393202139835632
near,0.2486568012749968
nearly,0.2842659233363413
need,0.2313016811975888
negress,0.3712849533560655
negro,0.3013772806576277
negroid,0.3128941091975588
nerds,0.3934830263347443
never,0.227864132247812
new,0.1506344546581948
news,0.2995885979247699
news4jax,0.3474002861447247
next,0.2719244256611465
ngid,0.3934830263347443
nice,0.2267029877834576
nigerian,0.3267509748748357
night,0.2353272800142098
no,0.2203030419766307
nordid,0.3575301918232475
norfolk,0.3575301918232475
noses,0.3712849533560655
not,0.2988328450865313
nothing,0.2001685125070376
november,0.3325682690722026
now,0.1598364151142954
o,0.2606847882786092
oak,0.3474002861447247
obamamania,0.3934830263347443
of,0.3101013253372588
off,0.243207753452995
offers,0.3170463809649784
ofra,0.3934830263347443
ohio,0.3090941860926353
ok,0.2567827639352373
old,0.3877645788576201
on,0.367127197538324
once,0.2185656775779286
one,0.2616293709466036
online,0.2531484412710023
only,0.1508559232671021
ony,0.3934830263347443
opens,0.3712849533560655
or,0.2379484483214808
oregon,0.3393202139835632
original,0.3128941091975588
orthodox,0.3325682690722026
other,0.1488872253201966
others,0.2406523956958806
our,0.2205901339986332
out,0.3164464504946533
over,0.168712029326275
own,0.2755677761101676
p,0.2465434164836115
palatka,0.4102744038457061
part,0.2730677942638133
passenger,0.3712849533560655
patient,0.3474002861447247
pbs,0.3474002861447247
peek,0.3712849533560655
penalty,0.3393202139835632
penalty2,0.3934830263347443
people,0.1980917434320753
perfectly,0.3393202139835632
perhaps,0.267915114278987
person,0.206562009512264
phil,0.3934830263347443
philips,0.3934830263347443
phone,0.2711174635796185
pic,0.3090941860926353
pick,0.282160670682232
pierre,0.3575301918232475
pistol,0.3055882422543585
pity,0.3393202139835632
places,0.2555435607124844
please,0.2103032106044076
pm,0.344800664871472
police,0.4016466192843685
poor,0.2531484412710023
posted,0.3068197665560024
powerful,0.3216292145886427
pregnant,0.3864355426376927
prime,0.3023315183573997
prison,0.3444334111567553
probably,0.2804468216201656
proclaim,0.3934830263347443
producer,0.3934830263347443
proffesional,0.3934830263347443
protester,0.4102744038457061
proud,0.2415915635083598
public,0.2259796945958235
pulls,0.4006089352625537
punches,0.3712849533560655
pushover,0.3934830263347443
put,0.2519121290608356
queen,0.3393202139835632
quite,0.2606847882786092
race,0.2204718704866047
racially,0.3023315183573997
racist,0.2185656775779286
radicals,0.3934830263347443
railway,0.3934830263347443
rallying,0.3934830263347443
ran,0.2964323586362344
range,0.3128941091975588
rant,0.3474002861447247
rape,0.3422173427993242
re,0.2721434921178435
read,0.2601555525285442
real,0.2320381738012917
really,0.1943727906679468
reason,0.2397288551586024
recognizable,0.3934830263347443
recommend,0.3393202139835632
recording,0.3474002861447247
recovering,0.3934830263347443
release,0.3393202139835632
remind,0.3267509748748357
rent,0.3712849533560655
reporter,0.3575301918232475
requesting,0.3934830263347443
results,0.3023315183573997
ride,0.2887702769828733
right,0.2446377115573179
rights,0.3023315183573997
rip,0.3934830263347443
ripped,0.3575301918232475
rlm,0.2842659233363413
robber,0.3934830263347443
romance,0.3474002861447247
room,0.2937390690645538
rtl,0.3934830263347443
ruled,0.3474002861447247
s,0.256580374738298
sabbath,0.3934830263347443
saddest,0.3934830263347443
said,0.2890771941806799
sailors,0.3712849533560655
same,0.233697316918095
saturday,0.3128941091975588
savagery,0.3474002861447247
saw,0.2001685125070376
say,0.1576025239134971
saying,0.249745154926487
says,0.2274354601493808
school,0.2111373721791832
schoolers,0.3712849533560655
seat,0.3474002861447247
seattle,0.3325682690722026
sedan,0.3934830263347443
see,0.2813862504212365
seeking,0.3325682690722026
seems,0.2379264838500136
seen,0.2601555525285442
semen,0.3712849533560655
sentenced,0.4233795945415466
separate,0.3575301918232475
service,0.3517974394173549
settle,0.3170463809649784
several,0.2555435607124844
severely,0.4233795945415466
sexy,0.3474002861447247
sharing,0.3216292145886427
she,0.2641686687223851
shin,0.3712849533560655
shock,0.3575301918232475
shockley,0.3216292145886427
shooter,0.3575301918232475
shooting,0.282160670682232
shoots,0.3393202139835632
shopping,0.3712849533560655
shot,0.3505014807551764
should,0.2510692216467377
showed,0.3128941091975588
showing,0.2727974725281464
shows,0.30372589631904
sign,0.2782020620241299
single,0.3124197525311594
sissi,0.3934830263347443
sister,0.2663859940576276
site,0.2644883437219147
sitting,0.3380754094000089
situation,0.2887702769828733
slit,0.3934830263347443
sneak,0.3712849533560655
so,0.0945425733778775
soap,0.3934830263347443
some,0.2736232968513101
soon,0.2274354601493808
sounds,0.267915114278987
south,0.229690562564661
southeast,0.3575301918232475
speak,0.299862370615572
specifically,0.3575301918232475
spend,0.2964323586362344
spending,0.3575301918232475
spent,0.2864659098337835
sprays,0.3934830263347443
stand,0.2531484412710023
standing,0.3517974394173549
state,0.2353272800142098
steel,0.3055882422543585
stick,0.3324673282054272
still,0.2040237109125193
stopped,0.2887702769828733
store,0.2842659233363413
stories,0.2842659233363413
story,0.277256636462228
straight,0.282160670682232
street,0.3148407750200687
strip,0.3575301918232475
strong,0.282160670682232
stuck,0.3474002861447247
stuff,0.2406523956958806
stunk,0.3575301918232475
sub,0.2842659233363413
successful,0.3267509748748357
supermarket,0.3712849533560655
sure,0.2086715151850713
surprised,0.282160670682232
surrounding,0.3474002861447247
suspects,0.3216292145886427
sweden,0.249745154926487
swindling,0.3934830263347443
t,0.2356667584117459
take,0.1860061350244513
takes,0.3517974394173549
talk,0.203528422598593
talking,0.2486568012749968
tall,0.299288910206899
targeted,0.3575301918232475
teacher,0.297136903706828
teachers,0.2336588410451359
technician,0.3934830263347443
teens,0.3325682690722026
tells,0.299288910206899
texas,0.2580516328553587
than,0.2177756659326698
thank,0.2020660281109352
thanksgiving,0.3267509748748357
that,0.2759901554997487
the,0.3543534808954334
their,0.2417757781665197
them,0.1624942906391084
theme,0.3474002861447247
then,0.2107022059432856
there,0.238843387797223
they,0.2294405581129102
thing,0.2499143250980166
things,0.2142916558424183
this,0.1980662642012791
those,0.218258013483907
thread,0.1867574276515007
threaten,0.4102744038457061
threw,0.3267509748748357
throat,0.3864355426376927
throws,0.3474002861447247
till,0.282160670682232
time,0.2467955955371289
tnb,0.3474002861447247
to,0.3706026863227014
toes,0.3712849533560655
told,0.2304624199023591
too,0.2219889519303073
towards,0.3517974394173549
town,0.2103032106044076
trailer,0.3712849533560655
treat,0.3170463809649784
