word,npmi-bias,her-npmi,her-count,woman-npmi,woman-count
woman,-0.3548306112978239,0.3458634293314752,13,0.7006940406292991,75
men,-0.2493752917591831,0.1363253028740517,1,0.3857005946332348,6
news,-0.2149159156891698,0.0846726822356001,1,0.2995885979247699,4
im,-0.2130429309080925,0.1022299875023327,1,0.3152729184104252,4
pm,-0.2092018352526923,0.1355988296187797,1,0.344800664871472,4
looking,-0.2040965894797381,0.1441608593208176,2,0.3482574488005557,6
bus,-0.2024261102730797,0.1881002564887215,1,0.3905263667618012,4
man,-0.19374085084861517,0.2305020738310772,5,0.4242429246796924,11
re,-0.1868091582798759,0.0853343338379676,1,0.2721434921178435,3
youtube,-0.18478539350721576,0.1788200420581942,7,0.36360543556541,12
boy,-0.18017678450500038,0.1530750075925761,1,0.3332517920975765,3
11,-0.17848178678816232,0.1685235064731637,1,0.347005293261326,3
white,-0.17746615234804947,0.2852689252081899,32,0.4627350775562394,35
find,-0.1725245576103805,0.1690517468095208,3,0.3415763044199013,6
who,-0.15841158818835122,0.2473832666681558,13,0.405794854856507,16
black,-0.15759875571161192,0.2619460904732638,14,0.4195448461848757,17
beaten,-0.15030210776684383,0.2570259210843875,2,0.4073280288512313,4
an,-0.14873900268785573,0.1817881526839979,6,0.3305271553718536,8
maybe,-0.14778687696444667,0.1061895705951916,1,0.2539764475596383,2
read,-0.14728638033204122,0.112869172196503,1,0.2601555525285442,2
3,-0.14709164568057878,0.1154323857789217,1,0.2625240314595005,2
part,-0.14620524736309437,0.1268625469007189,1,0.2730677942638133,2
crime,-0.1456230711908003,0.1341713283353302,1,0.2797943995261305,2
0,-0.1455659122749394,0.1348809093452262,1,0.2804468216201656,2
u,-0.145142521484501,0.1400940664637845,1,0.2852365879482855,2
hard,-0.14494723947611057,0.1424736799017334,1,0.287420919377844,2
asian,-0.14430102834253783,0.1502409417951759,1,0.2945419701377137,2
cause,-0.1441430997858732,0.1521149981770965,1,0.2962580979629697,2
speak,-0.14380863157777724,0.1560537390377948,1,0.299862370615572,2
gun,-0.1434459158876575,0.1602799804313825,1,0.30372589631904,2
shows,-0.1434459158876575,0.1602799804313825,1,0.30372589631904,2
local,-0.1433502551899802,0.1613869531948864,1,0.3047372083848666,2
dr,-0.14325242520342038,0.1625157901949896,1,0.30576821539841,2
posted,-0.1431523271070562,0.1636674394489462,1,0.3068197665560024,2
18,-0.14061088288615559,0.1918564453192716,1,0.3324673282054272,2
boys,-0.1402319520145287,0.1959004263957067,1,0.3361323784102354,2
21,-0.1402319520145287,0.1959004263957067,1,0.3361323784102354,2
sitting,-0.1400294564454825,0.1980459529545264,1,0.3380754094000089,2
michael,-0.13856765560962261,0.2132297838077323,1,0.3517974394173549,2
17,-0.13826868545686,0.2162724336970454,1,0.3545411191539054,2
been,-0.13736984484016962,0.1086019267651873,2,0.2459717716053569,3
arrest,-0.13636239364246752,0.2352132252962996,1,0.3715756189387671,2
your,-0.1358669480221069,0.1329303084341942,5,0.2687972564563011,6
blind,-0.13585705403512569,0.2401088624228536,1,0.3759659164579793,2
look,-0.13528329221364574,0.1365578004814003,2,0.271841092695046,3
pregnant,-0.1346286534456202,0.2518068891920725,1,0.3864355426376927,2
clinton,-0.13385484145848997,0.2590359782343009,1,0.3928908196927909,2
iowa,-0.13291315968866652,0.2676957755738872,1,0.4006089352625537,2
brutally,-0.13291315968866652,0.2676957755738872,1,0.4006089352625537,2
tv,-0.1321720616241399,0.1748364724673413,2,0.3070085340914812,3
threaten,-0.1317084738428837,0.2785659300028224,1,0.4102744038457061,2
palatka,-0.1317084738428837,0.2785659300028224,1,0.4102744038457061,2
years,-0.1299998996963939,0.1848178377588102,4,0.3148177374552041,5
1,-0.1294970035895245,0.1846459352630128,3,0.3141429388525373,4
up,-0.12721107294909073,0.2130470667970571,10,0.3402581397461478,10
beat,-0.12690342568563098,0.23285797524353,2,0.359761400929161,3
female,-0.12674530740693812,0.2344940607882427,2,0.3612393681951808,3
arrested,-0.1256629992641724,0.245551865070826,2,0.3712148643349984,3
a,-0.11279312474389042,0.3333178609459928,81,0.4461109856898832,49
you,-0.10714381636262829,0.1495712009864474,13,0.2567150173490757,10
good,-0.1058669119965285,0.2131306202263434,8,0.3189975322228719,7
2,-0.1056849503177823,0.2055436590661489,4,0.3112286093839312,4
death,-0.10486734421163629,0.2691510774135704,5,0.3740184216252067,5
for,-0.10445656868379755,0.2607337133359058,31,0.3651902820197033,21
blacks,-0.10310687929806442,0.164360528705606,3,0.2674674080036704,3
dont,-0.10209461369743353,0.179158279183511,3,0.2812528928809445,3
women,-0.10015578575301387,0.2063176438359176,3,0.3064734295889315,3
those,-0.09872956565910179,0.1195284478248052,2,0.218258013483907,2
its,-0.0983000328934549,0.1270979764581092,2,0.2253980093515641,2
am,-0.09799267529712508,0.1324326997622229,2,0.230425375059348,2
police,-0.0978495326492752,0.3037970866350933,8,0.4016466192843685,7
live,-0.09751475167673701,0.1405991320269951,2,0.2381138837037321,2
why,-0.09730350174726601,0.1441608593208176,2,0.2414643610680836,2
world,-0.09717030701073101,0.1463919273960006,2,0.2435622344067316,2
murder,-0.09708440983167452,0.2466501947137779,3,0.3437346045454524,3
site,-0.0958027427969387,0.168685600924976,2,0.2644883437219147,2
probably,-0.0947120869906585,0.1857347346295071,2,0.2804468216201656,2
check,-0.0947120869906585,0.1857347346295071,2,0.2804468216201656,2
teacher,-0.09352705915347148,0.2036098445533565,2,0.297136903706828,2
goes,-0.0933964226020135,0.2055420751205895,2,0.298938497722603,2
face,-0.09304670048495642,0.2106791958340836,2,0.30372589631904,2
male,-0.0926579576809933,0.2163302333629423,2,0.3089881910439356,2
8,-0.09171935900091199,0.2297292254869498,2,0.3214485844878618,2
african,-0.09125887298703791,0.2361823055641308,2,0.3274411785511687,2
year,-0.09107616432487198,0.2871623652838957,12,0.3782385296087677,9
court,-0.08992097450251219,0.2545124366542431,2,0.3444334111567553,2
anyone,-0.0898766301971826,0.0883932335471931,1,0.1782698637443757,1
most,-0.08984454095256719,0.0890919530892188,1,0.178936494041786,1
much,-0.0898283496598662,0.089444013579755,1,0.1792723632396212,1
not,-0.0896036370844186,0.2092292080021127,13,0.2988328450865313,9
groid,-0.08953632632555342,0.2596733727529283,2,0.3492096990784817,2
thread,-0.08946338852178069,0.09729403912972,1,0.1867574276515007,1
standing,-0.08932635215221063,0.2624710872651443,2,0.3517974394173549,2
which,-0.0893101052619309,0.1005436278437333,1,0.1898537331056642,1
victim,-0.08910251405932312,0.2654386050945823,2,0.3545411191539054,2
attacked,-0.08910251405932312,0.2654386050945823,2,0.3545411191539054,2
really,-0.0890839575932582,0.1052888330746886,1,0.1943727906679468,1
area,-0.0889745364445405,0.1075643403830187,1,0.1965388768275592,1
long,-0.088813502308186,0.1108895705505882,1,0.1997030728587742,1
thank,-0.08869232120497099,0.1133737069059642,1,0.2020660281109352,1
use,-0.0886674219211399,0.1138822262377766,1,0.2025496481589165,1
want,-0.08844497772134982,0.1934438913162864,5,0.2818888690376362,4
bad,-0.0884050259656444,0.1192025920264494,1,0.2076076179920938,1
please,-0.08826370358553459,0.122039507018873,1,0.2103032106044076,1
god,-0.08814513468687661,0.1244046486671533,1,0.2125497833540299,1
turns,-0.08802038701171289,0.279575300322966,2,0.3675956873346789,2
nationalist,-0.08795705792383038,0.1281288008006838,1,0.2160858587245142,1
else,-0.0879244178996467,0.1287717362547365,1,0.2166961541543832,1
brown,-0.0879244178996467,0.1287717362547365,1,0.2166961541543832,1
high,-0.08789138494154311,0.1294214071077621,1,0.2173127920493052,1
american,-0.0878579496266216,0.1300779670934884,1,0.21793591672011,1
once,-0.0878241021884438,0.1307415753894848,1,0.2185656775779286,1
racist,-0.0878241021884438,0.1307415753894848,1,0.2185656775779286,1
guess,-0.08749912443047839,0.1370605513380158,1,0.2245596757684942,1
different,-0.08746052940849841,0.1378048062092565,1,0.2252653356177549,1
jewish,-0.08734139368559629,0.1400940664637845,1,0.2274354601493808,1
least,-0.08730051066720809,0.1408768564518783,1,0.2281773671190864,1
88,-0.0872168826629276,0.1424736799017334,1,0.229690562564661,1
london,-0.086755998446121,0.1511704854038926,1,0.2379264838500136,1
seems,-0.086755998446121,0.1511704854038926,1,0.2379264838500136,1
000,-0.0867053934124393,0.1521149981770965,1,0.2388203915895358,1
light,-0.08665384756602629,0.1530750075925761,1,0.2397288551586024,1
proud,-0.0865477899861703,0.1550437735221895,1,0.2415915635083598,1
html,-0.08649320127688212,0.1560537390377948,1,0.2425469403146769,1
throat,-0.08640876612032089,0.3000267765173718,2,0.3864355426376927,2
wrong,-0.0863806940331249,0.1581281258449573,1,0.2445088198780822,1
gets,-0.08632268366884172,0.159193982916155,1,0.2455166665849967,1
mixed,-0.08620289758083,0.1613869531948864,1,0.2475898507757164,1
9,-0.08620289758083,0.1613869531948864,1,0.2475898507757164,1
talking,-0.08614101108000721,0.1625157901949896,1,0.2486568012749968,1
30,-0.08614101108000721,0.1625157901949896,1,0.2486568012749968,1
saying,-0.08607771547754078,0.1636674394489462,1,0.249745154926487,1
sweden,-0.08607771547754078,0.1636674394489462,1,0.249745154926487,1
poor,-0.08587869693284747,0.1672697443381548,1,0.2531484412710023,1
assaulting,-0.085842951422618,0.3070478682701729,2,0.3928908196927909,2
gone,-0.08580906257352541,0.1685235064731637,1,0.2543325690466891,1
several,-0.08573764090673491,0.1698059198057495,1,0.2555435607124844,1
liberals,-0.0855890525968695,0.1724625802584892,1,0.2580516328553587,1
happen,-0.08551167452189978,0.17384006521682,1,0.2593517397387198,1
wo,-0.0854320844524685,0.1752527038261407,1,0.2606847882786092,1
example,-0.08535015242976501,0.1767024764079143,1,0.2620526288376793,1
disgusting,-0.08526573664610382,0.1781915393351357,1,0.2634572759812395,1
fighting,-0.08517868195514228,0.1797222467749297,1,0.264900928730072,1
pulls,-0.08515730618379919,0.3154516290787545,2,0.4006089352625537,2
east,-0.08508881813987498,0.1812971759177526,1,0.2663859940576276,1
wife,-0.08508881813987498,0.1812971759177526,1,0.2663859940576276,1
fear,-0.08499595788948192,0.1829191563895051,1,0.267915114278987,1
there,-0.0849433379654636,0.1539000498317594,7,0.238843387797223,5
killing,-0.08489989442416326,0.1845913047112482,1,0.2694911991354115,1
damn,-0.08480039869169642,0.1863170648879221,1,0.2711174635796185,1
large,-0.08480039869169642,0.1863170648879221,1,0.2711174635796185,1
movies,-0.08480039869169642,0.1863170648879221,1,0.2711174635796185,1
huge,-0.08480039869169642,0.1863170648879221,1,0.2711174635796185,1
whatever,-0.0846972160394249,0.1881002564887215,1,0.2727974725281464,1
middle,-0.0846972160394249,0.1881002564887215,1,0.2727974725281464,1
four,-0.08447861870732282,0.1918564453192716,1,0.2763350640265944,1
grow,-0.08447861870732282,0.1918564453192716,1,0.2763350640265944,1
hopefully,-0.08447861870732282,0.1918564453192716,1,0.2763350640265944,1
guy,-0.08445961227715187,0.2510108546879141,5,0.335470466965066,4
sign,-0.08436252671725539,0.1938395353068745,1,0.2782020620241299,1
gods,-0.0842413803351637,0.1959004263957067,1,0.2801418067308704,1
hang,-0.0842413803351637,0.1959004263957067,1,0.2801418067308704,1
babies,-0.0842413803351637,0.1959004263957067,1,0.2801418067308704,1
forced,-0.0842413803351637,0.1959004263957067,1,0.2801418067308704,1
william,-0.0842413803351637,0.1959004263957067,1,0.2801418067308704,1
x202a,-0.0842413803351637,0.1959004263957067,1,0.2801418067308704,1
x202c,-0.0842413803351637,0.1959004263957067,1,0.2801418067308704,1
on,-0.08413452454614229,0.2829926729921817,34,0.367127197538324,20
straight,-0.0841147177277056,0.1980459529545264,1,0.282160670682232,1
hispanic,-0.0841147177277056,0.1980459529545264,1,0.282160670682232,1
strong,-0.0841147177277056,0.1980459529545264,1,0.282160670682232,1
surprised,-0.0841147177277056,0.1980459529545264,1,0.282160670682232,1
till,-0.0841147177277056,0.1980459529545264,1,0.282160670682232,1
rlm,-0.08398201036686123,0.2002839129694801,1,0.2842659233363413,1
16,-0.08398201036686123,0.2002839129694801,1,0.2842659233363413,1
index,-0.08384264948994341,0.2026232603438401,1,0.2864659098337835,1
break,-0.08384264948994341,0.2026232603438401,1,0.2864659098337835,1
inside,-0.08369592893057887,0.2050743480522944,1,0.2887702769828733,1
filth,-0.08369592893057887,0.2050743480522944,1,0.2887702769828733,1
2010,-0.08369592893057887,0.2050743480522944,1,0.2887702769828733,1
halloween,-0.08337695825569322,0.2103621108088606,1,0.2937390690645538,1
ran,-0.0832025748285021,0.2132297838077323,1,0.2964323586362344,1
crimes,-0.0832025748285021,0.2132297838077323,1,0.2964323586362344,1
spend,-0.0832025748285021,0.2132297838077323,1,0.2964323586362344,1
severely,-0.08307627879028012,0.3403033157512665,2,0.4233795945415466,2
tall,-0.08301647650985361,0.2162724336970454,1,0.299288910206899,1
rights,-0.08281696091442228,0.2195145574429774,1,0.3023315183573997,1
results,-0.08281696091442228,0.2195145574429774,1,0.3023315183573997,1
beliefs,-0.08260192260237559,0.2229863196519829,1,0.3055882422543585,1
28,-0.08211394235273328,0.2307801668448255,1,0.3128941091975588,1
user,-0.08211394235273328,0.2307801668448255,1,0.3128941091975588,1
charges,-0.08211394235273328,0.2307801668448255,1,0.3128941091975588,1
saturday,-0.08211394235273328,0.2307801668448255,1,0.3128941091975588,1
whitey,-0.08211394235273328,0.2307801668448255,1,0.3128941091975588,1
drop,-0.08211394235273328,0.2307801668448255,1,0.3128941091975588,1
accused,-0.08211394235273328,0.2307801668448255,1,0.3128941091975588,1
range,-0.08211394235273328,0.2307801668448255,1,0.3128941091975588,1
negroid,-0.08211394235273328,0.2307801668448255,1,0.3128941091975588,1
healthy,-0.08211394235273328,0.2307801668448255,1,0.3128941091975588,1
beating,-0.0818331556686788,0.2352132252962996,1,0.3170463809649784,1
our,-0.081674500720016,0.1389156332786172,4,0.2205901339986332,3
whose,-0.0815203521657891,0.2401088624228536,1,0.3216292145886427,1
lay,-0.0815203521657891,0.2401088624228536,1,0.3216292145886427,1
fat,-0.0815203521657891,0.2401088624228536,1,0.3216292145886427,1
powerful,-0.0815203521657891,0.2401088624228536,1,0.3216292145886427,1
killed,-0.08119050379769083,0.2946424034800751,5,0.3758329072777659,4
groids,-0.08116715836306598,0.2455838165117697,1,0.3267509748748357,1
threw,-0.08116715836306598,0.2455838165117697,1,0.3267509748748357,1
successful,-0.08116715836306598,0.2455838165117697,1,0.3267509748748357,1
nigerian,-0.08116715836306598,0.2455838165117697,1,0.3267509748748357,1
m,-0.0809284589604099,0.1525141957535644,4,0.2334426547139743,3
complex,-0.0807613798801301,0.2518068891920725,1,0.3325682690722026,1
club,-0.0807613798801301,0.2518068891920725,1,0.3325682690722026,1
homicide,-0.0802842357492623,0.2590359782343009,1,0.3393202139835632,1
queen,-0.0802842357492623,0.2590359782343009,1,0.3393202139835632,1
harris,-0.0802842357492623,0.2590359782343009,1,0.3393202139835632,1
perfectly,-0.0802842357492623,0.2590359782343009,1,0.3393202139835632,1
attempt,-0.0802842357492623,0.2590359782343009,1,0.3393202139835632,1
any,-0.07979249063622801,0.1726126005321763,4,0.2524050911684043,3
ruled,-0.0797045105708375,0.2676957755738872,1,0.3474002861447247,1
injured,-0.0797045105708375,0.2676957755738872,1,0.3474002861447247,1
news4jax,-0.0797045105708375,0.2676957755738872,1,0.3474002861447247,1
lawyer,-0.0797045105708375,0.2676957755738872,1,0.3474002861447247,1
tnb,-0.0797045105708375,0.2676957755738872,1,0.3474002861447247,1
ap,-0.0797045105708375,0.2676957755738872,1,0.3474002861447247,1
me,-0.07942978682470209,0.2468247817837273,14,0.3262545686084294,9
specifically,-0.0789642618204251,0.2785659300028224,1,0.3575301918232475,1
excuses,-0.0789642618204251,0.2785659300028224,1,0.3575301918232475,1
reporter,-0.0789642618204251,0.2785659300028224,1,0.3575301918232475,1
73,-0.0789642618204251,0.2785659300028224,1,0.3575301918232475,1
hearings,-0.0789642618204251,0.2785659300028224,1,0.3575301918232475,1
targeted,-0.0789642618204251,0.2785659300028224,1,0.3575301918232475,1
separate,-0.0789642618204251,0.2785659300028224,1,0.3575301918232475,1
cite,-0.07793511285846727,0.2933498404975982,1,0.3712849533560655,1
granddaughter,-0.07793511285846727,0.2933498404975982,1,0.3712849533560655,1
